ID,Name,Brand,Mount,Min. Focal Length (mm),Max. Focal Length (mm),Min. F Value,Max. F Value,Min. Focus Distance (mm),Keywords
BA1C3F64-58E9-48FF-90E4-2DB1DD6C283A,Lumix G Vario 45-150mm / F4.0-5.6 Asph. / Mega O.I.S.,Panasonic,MFT,45,150,4,22,900,H-FS45150
7723604E-896D-4299-AD5D-3355B939DD64,Lumix G X Vario PZ 45-175mm / F4.0-5.6 Asph. / Power O.I.S.,Panasonic,MFT,45,175,4,22,900,H-PS45175
5DC97ACB-8450-4F7D-955E-0DB7B5B83665,Lumix G Vario 45-200mm / F4.0-5.6 / Mega O.I.S.,Panasonic,MFT,45,200,4,22,1000,H-FS045200
6DBD0354-098F-4AB3-951E-A767CEF694DE,Lumix G Vario 45-200mm / F4.0-5.6 II / Power O.I.S.,Panasonic,MFT,45,200,4,22,1000,H-FSA45200
4619C066-E1DE-49E3-89C7-828380CB2171,Leica DG Vario-Elmarit 50-200mm / F2.8-4.0 Asph. / Power O.I.S.,Panasonic,MFT,50,200,2.8,22,750,H-ES50200
A760783F-7701-4CFF-9496-E7A909DA66B0,Lumix G Vario 100-300mm / F4.0-5.6 / Mega O.I.S.,Panasonic,MFT,100,300,4,22,1500,H-FS100300
C3BE122E-3B7F-4585-96EB-8D6302272F25,Lumix G Vario 100-300mm / F4.0-5.6 II / Power O.I.S.,Panasonic,MFT,100,300,4,22,1500,H-FSA100300
2A43D958-1E1A-4BB2-9C0B-D15D8B2AD9A3,Leica DG Vario-Elmar 100-400mm / F4.0-6.3 Asph. / Power O.I.S.,Panasonic,MFT,100,400,4,22,1300,H-RS100400
700DDDE2-36F9-4E7C-B9C1-08D4A034BEE3,Leica DG Elmarit 200mm / F2.8 / Power O.I.S.,Panasonic,MFT,200,200,2.8,22,1150,H-ES200
7E2D672A-729F-4D35-BB48-4386B889431F,HD Pentax-DA645 28-45mm F4.5 ED AW SR,Pentax,Pentax 645,28,45,4.5,32,400,
A9BC367B-F656-45FE-9C46-12AF8F4211F0,smc Pentax-FA645 33-55mm F4.5 AL,Pentax,Pentax 645,33,55,4.5,32,400,
3025E96E-80C8-49E1-9F98-B50F5EAA3E69,HD Pentax-D FA645 35mm F3.5 AL [IF],Pentax,Pentax 645,35,35,3.5,32,300,
DE125344-3D52-4BE3-B0A2-6911E9A1C487,smc Pentax-FA645 45-85mm F4.5,Pentax,Pentax 645,45,85,4.5,32,500,
B21C0FAA-7984-4838-A83E-4BE62E94FEB4,smc Pentax-FA645 55-110mm F5.6,Pentax,Pentax 645,55,110,5.6,45,800,
DC65DF43-6384-4AF1-8A35-941D05E3BEF5,smc Pentax-FA645 80-160mm F4.5,Pentax,Pentax 645,80,160,4.5,32,1000,
4AA8C535-89B9-42AB-80E4-5E4CACD8A66C,smc Pentax-FA645 150-300mm F5.6 ED [IF],Pentax,Pentax 645,150,300,5.6,45,2000,
5AE840B9-DA49-4988-B6E4-3E6EF9767869,smc Pentax-DA FISH-EYE10-17mm F3.5-4.5 ED [IF],Pentax,Pentax K,10,17,3.5,32,140,
36B9005E-2D9C-4BB8-BF03-918F6939C43B,smc Pentax-DA 12-24mm F4 ED AL [IF],Pentax,Pentax K,12,24,4,22,300,
8069A321-1B16-400C-B759-7684F9663831,SMC Pentax-DA 14mm F2.8 ED (IF),Pentax,Pentax K,14,14,2.8,22,170,
D6C67949-711F-41A1-9136-6D2D9016F52D,HD Pentax-DA 15mm F4 ED AL Limited,Pentax,Pentax K,15,15,4,22,180,
99B38EC4-1B62-4060-BB23-059A62A5D1B0,HD Pentax-D FA 15-30mm F2.8 ED SDM WR,Pentax,Pentax K,15,30,2.8,22,280,
F89028ED-03A6-409D-AFC7-7220571CE5B4,smc Pentax-DA* 16-50mm F2.8 ED AL [IF] SDM,Pentax,Pentax K,16,50,2.8,22,300,
C81AD4F8-4D3A-49AD-9D41-49B33D5C05D7,HD Pentax-DA 16-85mm F3.5-5.6 ED DC WR,Pentax,Pentax K,16,85,3.5,38,350,
FCF2BD54-F7BB-4E3D-80FC-1E3895BA8220,smc Pentax-DA 17-70mm F4 AL [IF] SDM,Pentax,Pentax K,17,70,4,22,280,
1A71F44B-366D-4903-8EA6-8F39031F2223,HD Pentax-DA 18-50mm F4-5.6 DC WR RE,Pentax,Pentax K,18,50,4,32,300,
39423CDD-B5BE-4DE1-B0AE-ED7B13AF8C04,smc Pentax-DA 18-55mm F3.5-5.6 AL WR,Pentax,Pentax K,18,55,3.5,38,250,
CCE89C0C-785A-4412-91F9-3263DB83A02C,smc Pentax-DA 18-135mm F3.5-5.6 ED AL [IF] DC WR,Pentax,Pentax K,18,135,3.5,38,400,
A0FBBB67-2678-4F8D-B449-E5602C91CB7C,smc Pentax-DA 18-270mm F3.5-6.3 ED SDM,Pentax,Pentax K,18,270,3.5,45,490,
53D1F6FB-FBA8-4EBB-A602-9C62FD24B680,HD Pentax-DA 20-40mm F2.8-4 ED Limited DC WR,Pentax,Pentax K,20,40,2.8,32,280,
835FCEC5-F671-4E8C-A9C2-3C6F81FC627D,HD Pentax-DA 21mm F3.2 AL Limited,Pentax,Pentax K,21,21,3.2,22,200,
BD8F5694-64D2-4FD9-B399-EAFC1AE71FDA,HD Pentax-D FA 24-70mm F2.8 ED SDM WR,Pentax,Pentax K,24,70,2.8,22,380,
020C6604-1C4D-4FB4-B7F7-1F075D86FD17,HD Pentax-D FA 28-105mm F3.5-5.6 ED DC WR,Pentax,Pentax K,28,105,3.5,38,500,
6253435E-7A85-43F9-93EF-A3B840399F46,SMC Pentax-FA 31mm F1.8 AL Limited,Pentax,Pentax K,31,31,1.8,22,300,
A0D11640-0382-4477-AB1A-7DA2C5BFD020,HD Pentax-DA 35mm F2.8 Macro Limited,Pentax,Pentax K,35,35,2.8,22,139,
60777D7B-83E3-46C3-AFA1-78A9FBC5B3A4,SMC Pentax-DA 35mm F2.4 AL,Pentax,Pentax K,35,35,2.4,22,300,
A1156A94-3F6B-4BAB-B710-0DA1AC8C97EE,SMC Pentax-FA 35mm F2 AL,Pentax,Pentax K,35,35,2,22,300,
DB247331-ABD0-48BD-9C7F-162300AEC09C,HD Pentax-DA 40mm F2.8 Limited,Pentax,Pentax K,40,40,2.8,22,400,
4ED0E80C-BC7C-42B0-8A24-C034039A31D4,SMC Pentax-DA 40mm F2.8 XS,Pentax,Pentax K,40,40,2.8,22,400,
23746FF6-69DA-464D-B88B-9FF68F313F49,SMC Pentax-FA 43mm F1.9 Limited,Pentax,Pentax K,43,43,1.9,22,450,
4DC939B6-A134-4F35-8BD5-5456FE0B35AA,HD Pentax-D FA* 50mm F1.4 SDM AW,Pentax,Pentax K,50,50,1.4,16,400,
67BC21F7-E776-4A55-95EF-FEC7BB7FE74A,SMC Pentax-D FA Macro 50mm F2.8,Pentax,Pentax K,50,50,2.8,32,195,
5E200A0A-7078-48A1-A3A1-40FF6F4C830A,SMC Pentax-DA 50mm F1.8,Pentax,Pentax K,50,50,1.8,22,450,
1DD9FC85-713A-44B1-92BC-B327130619C2,SMC Pentax-FA 50mm F1.4,Pentax,Pentax K,50,50,1.4,22,450,
B36E6566-3737-4775-B49D-0F2A9A0DEB88,smc Pentax-DA* 50-135mm F2.8 ED [IF] SDM,Pentax,Pentax K,50,135,2.8,22,1000,
A965FE2B-E36C-4D9A-A246-EAD7A91998D2,smc Pentax-DA 50-200mm F4-5.6 ED WR,Pentax,Pentax K,50,200,4,32,240,
981B26C9-CEA2-410F-B245-C030CBA2D2EA,SMC Pentax-DA* 55mm F1.4 SDM,Pentax,Pentax K,55,55,1.4,22,450,
FE287D00-F2A7-4D54-AC72-D0E468953921,HD Pentax-DA 55-300mm F4-5.8 ED WR,Pentax,Pentax K,55,300,4,32,1400,
19FE24CF-E05B-4241-962C-60242A272C7D,HD Pentax-DA 55-300mm F4.5-6.3 ED PLM WR RE,Pentax,Pentax K,55,300,4.5,32,950,
B61FDD9A-6028-4CB9-940E-95C359F236E2,smc Pentax-DA* 60-250mm F4 ED [IF] SDM,Pentax,Pentax K,60,250,4,32,1100,
E9A8A14E-79B9-4368-B5C0-3EC2B550DB06,HD Pentax-DA 70mm F2.4 Limited,Pentax,Pentax K,70,70,2.4,22,700,
51AF2D04-3DA9-4014-9994-731CC8CB3832,HD Pentax-D FA* 70-200mm F2.8 ED DC AW,Pentax,Pentax K,70,200,2.8,22,1200,
356EC7C0-463D-4D67-8FF3-47BA7B98432E,SMC Pentax-FA 77mm F1.8 Limited,Pentax,Pentax K,77,77,1.8,22,700,
D0CFA898-EB18-4B06-BDF6-CCE2CA1A6B62,SMC Pentax-D FA Macro 100mm F2.8 WR,Pentax,Pentax K,100,100,2.8,32,303,
F13839D2-23B1-42B6-A870-3F3126A21649,HD Pentax-D FA 150-450mm F4.5-5.6 ED DC AW,Pentax,Pentax K,150,450,4.5,27,2000,
C8D73207-E14E-4D10-AAD4-E7941DABA086,SMC Pentax-DA* 200mm F2.8 ED [IF] SDM,Pentax,Pentax K,200,200,2.8,22,1200,
080CA47E-023A-4FCD-8E0C-8938E9F51242,SMC Pentax-DA* 300mm F4 ED [IF] SDM,Pentax,Pentax K,300,300,4,32,1400,
0E22CF3A-38E8-459C-A1C5-7D0AA94DA869,HD Pentax-DA 560mm F5.6 ED AW,Pentax,Pentax K,560,560,5.6,45,5600,
E8DBDB98-9652-4165-B105-AAF6A9B74299,8mm F3.5 UMC Fish-Eye CS II,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",8,8,3.5,22,300,
7C52CB45-4971-4355-B838-F371B80F6577,10mm F2.8 ED AS NCS CS,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",10,10,2.8,22,240,
2EE3C42E-6A51-45E5-A5B7-861EC25279C9,12mm F2.8 ED AS NCS Fish-Eye,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",12,12,2.8,22,200,
44EF0B4E-A6AC-4FB7-89B3-F8948AB6BCD5,14mm F2.8 ED AS IF UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",14,14,2.8,22,280,
5DD37C86-1F80-444E-957E-E7F44603A720,16mm F2.0 ED AS UMC CS,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",16,16,2,22,200,
29D8D201-8DED-4F31-93E3-34532176D6A7,20mm F1.8 ED AS UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",20,20,1.8,22,200,
4E5A9B09-0CD4-49D8-AB65-64C085CD3F59,24mm F1.4 ED AS IF UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",24,24,1.4,22,250,
2B2A6D9A-C322-49C4-B2C7-31AB269DECE6,35mm F1.4 AS UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",35,35,1.4,22,330,
1151CF35-5AF4-4715-8153-009D98F6CD38,50mm F1.4 AS UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",50,50,1.4,22,450,
0C22926C-4943-41F3-A77E-A62C502BF404,85mm F1.4 AS IF UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",85,85,1.4,22,1000,
5A15981D-D2F3-4637-99F1-5512FF3AAB6D,100mm F2.8 ED UMC Macro,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",100,100,2.8,32,307,
4DC1728B-8B63-4E0E-A947-090C53C09FCD,135mm F2.0 ED UMC,Samyang,"A, E, EF, EF-M, F, FT, K, MFT, NX, X",135,135,2,22,800,
C32332C4-04F3-44E9-A3F3-C01B6291FC7A,AF 14mm F2.8 FE,Samyang,E,14,14,2.8,22,200,
17A10BE6-41D5-4B04-A2E4-AE4E1FDD71B4,AF 24mm F2.8 FE,Samyang,E,24,24,2.8,22,240,
F07AC1B7-8AB3-490E-9A8C-19C50D512412,AF 35mm F1.4 FE,Samyang,E,35,35,1.4,16,300,
C54A63D0-AD5B-46A5-9440-5DED9ECECBFE,AF 35mm F2.8 FE,Samyang,E,35,35,2.8,22,350,
D6EE7409-FB24-46C2-AAD7-E3C4648D6E4C,AF 50mm F1.4 FE,Samyang,E,50,50,1.4,16,450,
7589AFA3-BCC3-4410-A32D-51D7FC764ED6,21mm F1.4 ED AS UMC CS,Samyang,"E, EF, MFT, X",21,21,1.4,22,280,
FE2F76D5-AEAD-473A-93F1-4F46FF1228A0,12mm F2.0 NCS CS,Samyang,"E, EF-M, MFT, NX, X",12,12,2,22,200,
F74318CC-AD1A-4B70-806C-B7ECCD408FC2,50mm F1.2 AS UMC CS,Samyang,"E, EF-M, MFT, X",50,50,1.2,16,500,
0D4A6F19-6228-4373-A350-527BEE48362F,300mm F6.3 ED UMC CS,Samyang,"E, EF-M, MFT, X",300,300,6.3,6.3,900,Reflex
49EA4125-3A34-4DD8-AF88-F9ED8D1F9B75,8mm F2.8 UMC Fish-Eye II,Samyang,"E, EF-M, NX, X",8,8,2.8,22,300,
36399ABB-10DC-48A1-BB19-42175605D6DC,35mm F1.2 ED AS UMC CS,Samyang,"E, EF-M, X",35,35,1.2,16,380,
DB893E99-5537-4924-9F12-AE071BC7BD0C,XP 10mm F3.5,Samyang,EF,10,10,3.5,22,260,
0854A259-002B-4571-AC35-16EE08D9B1B9,AF 14mm F2.8 EF,Samyang,EF,14,14,2.8,22,200,
17403B72-1F7A-4164-931D-28DBB4774F59,XP 35mm F1.2,Samyang,EF,35,35,1.2,16,340,
62FCDE3D-994F-4600-810A-54DC59F5992B,AF 85mm F1.4 EF,Samyang,EF,85,85,1.4,16,900,
1EB304D7-1030-4B40-BE27-A0C0E28A16DF,XP 85mm F1.2,Samyang,EF,85,85,1.2,16,800,Premium MF
C998D9E0-5FA1-4B36-9D16-F62170ADB9E8,XP 14mm F2.4,Samyang,"EF, F",14,14,2.4,22,280,Premium MF
4E90EFE2-DCD7-4FDB-943C-8BD30C54AE40,7.5mm F3.5 Fish-Eye,Samyang,MFT,7.5,7.5,3.5,22,90,
84350530-060F-4182-B2AD-308B5E541DE2,35mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Pentax, Sigma, Sony A, Sony E",35,35,1.4,16,300,art
4629850E-C68C-41C6-BF57-BB0F0280C9CC,50mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony A, Sony E",50,50,1.4,16,400,art
D7C77914-0CDA-4B67-9BB7-CD4C5445CCB1,14mm F1.8 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",14,14,1.8,16,270,art
0261FA49-F7DB-4FD9-8B40-E36A6C2CDA71,20mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",20,20,1.4,16,276,art
CC3ED9BB-2529-4147-9919-9D5E0A4F23AF,24mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",24,24,1.4,16,250,art
1A90B508-4BFF-4F30-8EDE-640352F1C0C0,28mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",28,28,1.4,16,280,art
F2A33659-FEFA-4E56-B51F-016969CB7747,40mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",40,40,1.4,16,400,art
E0CAA148-2C3B-4A00-9265-9D6A7D18798C,85mm F1.4 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",85,85,1.4,16,850,art
5CED9DC5-D58F-4EBB-A723-BCF1C2C1624C,135mm F1.8 DG HSM,Sigma,"Canon EF, Leica L, Nikon F, Sigma, Sony E",135,135,1.8,16,875,art
D536FABD-6810-491F-80F0-3DD231FF220B,15mm F2.8 EX DG Diagonal Fisheye,Sigma,"Canon, Nikon, Pentax, Sigma",15,15,2.8,22,150,
0CD0D8C9-667A-4B89-AAFE-F9F97791DC53,4.5mm F2.8 EX DC Circular Fisheye HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",4.5,4.5,2.8,22,135,
18540895-C6B8-4B04-A37A-688F364FE875,8-16mm F4.5-5.6 DC HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",8,16,4.5,22,240,
51156E43-5984-495B-97D4-C5BB9D7CA54A,10-20mm F3.5 EX DC HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",10,20,3.5,22,240,
419EE3D8-99AA-4524-93A7-687470C4BD75,10mm F2.8 EX DC Fisheye HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",10,20,2.8,22,135,
DD8D49AD-8030-49E8-8468-AFA813CE2523,18-35mm F1.8 DC HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",18,35,1.8,16,280,art
FA2533F9-EF6A-4798-941C-5A1478CFC85B,24-70mm F2.8 IF EX DG HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",24,70,2.8,22,380,
2D281574-541E-49A9-92CA-1A0DC79F82B0,30mm F1.4 DC HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",30,30,1.4,16,300,
D292D452-C8F3-4FBA-8BEA-80CD5AB80638,50mm F1.4 EX DG HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",50,50,1.4,16,450,
63A372D2-E109-46E6-B135-58FF8767A897,APO 50-500mm F4.5-6.3 DG OS HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",50,500,4.5,22,500,
9BF652FB-89A8-4182-8F9B-827AA4B1E84C,APO 70-200mm F2.8 EX DG OS HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",70,200,2.8,22,1400,
9180B2A7-E92C-49FE-9CA6-B04ADC36A843,70-300mm F4-5.6 DG Macro,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",70,300,4,22,950,
B8BE5F7A-B544-4E65-A8C3-237745EFFB64,APO 70-300mm F4-5.6 DG Macro,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",70,300,4,22,950,
5F81072F-3331-4A81-B9DA-56FBA1BD3580,85mm F1.4 EX DG HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",85,85,1.4,16,850,
2F2DF254-A0CD-464D-949F-6AFDA8AA226B,APO 150-500mm F5-6.3 DG OS HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",150,500,5,22,2200,
FB1780E4-1FBA-4BC0-9D07-83D507FEA221,APO 300mm F2.8 EX DG HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",300,300,2.8,32,2500,
F26AE991-CA8F-4D20-8E50-B9C2EE54EF61,APO 500mm F4.5 EX DG HSM,Sigma,"Canon, Nikon, Pentax, Sigma, Sony",500,500,4.5,32,4000,
B3CD5856-9254-4B8D-8AB1-1F98E0C568BA,8mm F3.5 EX DG Circular Fisheye,Sigma,"Canon, Nikon, Sigma",8,8,3.5,22,135,
4A8FE137-C6AD-4FF6-9E31-2F874FAEC0F2,10-20mm F4-5.6 EX DC HSM,Sigma,"Canon, Nikon, Sigma",10,20,4,22,240,
5C1C5F73-5DDB-4D38-B113-B14E5FF65B7D,12-24mm F4 DG HSM,Sigma,"Canon, Nikon, Sigma",12,24,4,22,240,art
8EC9F47B-5533-4B6F-8185-573050E35A06,14-24mm F2.8 DG HSM,Sigma,"Canon, Nikon, Sigma",14,24,2.8,22,260,art
46A03761-1A48-4817-94F7-ABC85D228AF0,17-50mm F2.8 EX DC OS HSM,Sigma,"Canon, Nikon, Sigma",17,50,2.8,22,280,
E9960F52-4FE4-40C4-9867-7C8647221ECD,17-70mm F2.8-4 DC MACRO OS HSM,Sigma,"Canon, Nikon, Sigma",17,70,2.8,22,220,contemporary
EC392081-E3EA-4797-97E4-348EB1EB7DDC,18-200mm F3.5-6.3 DC Macro OS HSM,Sigma,"Canon, Nikon, Sigma",18,200,3.5,22,390,contemporary
87D20AD8-D270-4547-81CB-91DA1492D0DD,18-250mm F3.5-6.3 DC Macro OS HSM,Sigma,"Canon, Nikon, Sigma",18,250,3.5,22,350,
9484349C-42F8-4C1E-AEA1-1CD7963FFAF4,18-300mm F3.5-6.3 DC Macro OS HSM,Sigma,"Canon, Nikon, Sigma",18,300,3.5,22,390,contemporary
30F709A2-72F2-49E5-B9D9-F89C88821A3F,24-35mm F2 DG HSM,Sigma,"Canon, Nikon, Sigma",24,35,2,16,280,art
E5AEB45D-5E90-4187-96D6-83AC6CBAA585,24-70mm F2.8 DG OS HSM,Sigma,"Canon, Nikon, Sigma",24,70,2.8,22,370,art
E4FAC2CC-1B56-4B66-8AA5-4E4279C342FF,24-105mm F4 DG OS HSM,Sigma,"Canon, Nikon, Sigma",24,105,4,22,450,art
95827490-02A0-4342-B7B7-97C1C899E4D0,50-100mm F1.8 DC HSM,Sigma,"Canon, Nikon, Sigma",50,100,1.8,16,950,art
DA8F0B25-9BAA-4C7E-A133-5399999CF09B,70-200mm F2.8 DG OS HSM | Sports,Sigma,"Canon, Nikon, Sigma",70,200,2.8,22,1200,sports
4D315137-08EC-4299-A2C5-2F605203ADC8,Macro 105mm F2.8 EX DG OS HSM,Sigma,"Canon, Nikon, Sigma",105,105,2.8,22,312,
3201A87F-C507-4334-AF15-E69BCC5188EC,120-300mm F2.8 DG OS HSM,Sigma,"Canon, Nikon, Sigma",120,300,2.8,22,1500,sports
19358E5E-1F7D-42A8-8AEF-7054AF5081E5,150-600mm F5-6.3 DG OS HSM | Contemporary,Sigma,"Canon, Nikon, Sigma",150,600,5,22,2800,contemporary
DB5FF995-765E-4B52-83E6-162A136F922A,150-600mm F5-6.3 DG OS HSM | Sports,Sigma,"Canon, Nikon, Sigma",150,600,5,22,2600,sports
022BEBFC-063A-4969-AADB-EEC9A8865C7F,APO 200-500mm F2.8 / 400-1000mm F5.6 EX DG,Sigma,"Canon, Nikon, Sigma",200,500,2.8,22,2000,
5CA5275A-7AF7-4917-AA50-1D89B42B6BE4,APO 300-800mm F5.6 EX DG HSM,Sigma,"Canon, Nikon, Sigma",300,800,5.6,32,6000,
5A08BA70-B394-442B-B8C1-528EF599ED60,500mm F4 DG OS HSM,Sigma,"Canon, Nikon, Sigma",500,500,4,32,3500,sports
BC9316E4-4677-400E-A780-721AA87D6EEE,APO 800mm F5.6 EX DG HSM,Sigma,"Canon, Nikon, Sigma",800,800,5.6,32,7000,
56E47781-10EE-47D0-B2D1-08E7AA30324E,12-24mm F4.5-5.6 II DG HSM,Sigma,"Canon, Nikon, Sigma, Sony",12,24,4.5,22,280,
C79DD474-D874-4024-BBF5-DBF94198FCB0,105mm F1.4 DG HSM,Sigma,"Canon, Nikon, Sigma, Sony E",105,105,1.4,16,1000,bokeh master art
10C98B55-2876-4FD2-8F40-D49AEF18E2CB,70mm F2.8 DG Macro,Sigma,"Canon, Sigma, Sony E",70,70,2.8,22,258,
FA315713-C983-4FD7-A527-0CB59CCA10E4,14-24mm F2.8 DG DN,Sigma,"L-mount, Sony E",14,24,2.8,22,280,
FE1A0762-B3B1-474C-BBBD-B5CF1622F735,16mm F1.4 DC DN,Sigma,"MFT, Sony E",16,16,1.4,16,250,contemporary
A77FEF85-B8CA-4EFB-9923-2235FEA73239,19mm F2.8 DN,Sigma,"MFT, Sony E",19,19,2.8,22,200,
F517D472-806D-44D8-B98C-D4AC94800DF5,30mm F1.4 DC DN,Sigma,"MFT, Sony E",30,30,1.4,16,265,contemporary
940CC635-D6E1-4271-963A-351F497EE5A6,30mm F2.8 DN,Sigma,"MFT, Sony E",30,30,2.8,22,300,
8B7E6ED9-57B0-4B78-BA3B-49069F32BDA6,60mm F2.8 DN,Sigma,"MFT, Sony E",60,60,2.8,22,500,
E41D20D7-E365-4B30-8B16-30E3FA6504BF,10-20mm F4-5.6 EX DC,Sigma,"Pentax, Sony",10,20,4,22,240,
B55C7F76-2008-4ACB-B550-10CF4437ADC5,17-50mm F2.8 EX DC HSM,Sigma,"Pentax, Sony",17,50,2.8,22,280,
2134EFC6-896E-4141-8693-C9E91DFCBAC5,17-70mm F2.8-4 DC Macro HSM,Sigma,"Pentax, Sony",17,70,2.8,22,220,contemporary
F90B41F4-A860-432E-9334-6C401D536D56,18-200mm F3.5-6.3 DC Macro HSM,Sigma,"Pentax, Sony",18,200,3.5,22,390,contemporary
83A9C66D-DC62-4557-B90C-1B1CBAB497A8,18-250mm F3.5-6.3 DC Macro HSM,Sigma,"Pentax, Sony",18,250,3.5,22,350,
579501B3-35B9-46DC-9455-3D967973977B,18-300mm F3.5-6.3 DC Macro HSM,Sigma,"Pentax, Sony",18,300,3.5,22,390,contemporary
B2290679-6FD5-47B2-9973-70AF881D873D,24-105mm F4 DG HSM | Art,Sigma,Sony,24,105,4,22,450,
5498EC1F-7294-4264-86C7-6EC764A2E525,DT 11-18mm F4.5-5.6,Sony,Sony A,11,18,4.5,29,250,SAL1118
036483D4-4FA3-4669-A3D3-74313ED22B03,16mm F2.8 Fisheye,Sony,Sony A,16,16,2.8,22,200,SAL16F28
3E4B9CAF-BEA8-49BE-9ADE-963219896F96,Vario-Sonnar T* 16-35mm F2.8 ZA SSM,Sony,Sony A,16,35,2.8,22,280,SAL1635Z
E6ECCCCD-B61A-4F57-B863-4EA88623104B,Vario-Sonnar T* 16-35mm F2.8 ZA SSM II,Sony,Sony A,16,35,2.8,22,280,SAL1635Z2
E6A5980D-F366-460D-9EA1-EBE3C28C9262,DT 16-50mm F2.8 SSM,Sony,Sony A,16,50,2.8,22,300,SAL1650
C2FB4BAC-0BA5-4E6C-AAAC-30547F83CC06,Vario-Sonnar T* DT 16-80mm F3.5-4.5 ZA,Sony,Sony A,16,80,3.5,29,350,SAL1680Z
CAFF7216-CC13-4F18-9D39-8DDCE02D59D7,DT 16-105mm F3.5-5.6,Sony,Sony A,16,105,3.5,36,400,SAL16105
2A4F3EB4-086E-41CC-9C3E-067870A65202,DT 18-55mm F3.5-5.6 SAM,Sony,Sony A,18,55,3.5,36,250,SAL1855
21CED829-CEFE-41F0-B56A-0056259CFD7F,DT 18-55mm F3.5-5.6 SAM II,Sony,Sony A,18,55,3.5,36,250,SAL18552
8464251B-9612-42A7-BFF3-AE69B337CF92,DT 18-70mm F3.5-5.6,Sony,Sony A,18,70,3.5,36,380,SAL1870
3A2020AD-B1DA-416D-8D98-BD16F9BFEE8D,DT 18-135mm F3.5-5.6 SAM,Sony,Sony A,18,135,3.5,36,450,SAL18135
4FC70894-CA3B-48F2-839B-78CCEED97652,DT 18-200mm F3.5-6.3,Sony,Sony A,18,200,3.5,40,450,SAL18200
08311460-8C28-4640-ABCB-C7713328C343,DT 18-250mm F3.5-6.3,Sony,Sony A,18,250,3.5,40,450,SAL18250
E509CACB-A3A3-4215-8F0C-5ACF112DC619,20mm F2.8,Sony,Sony A,20,20,2.8,22,250,SAL20F28
C95A1CA8-3A35-4147-B892-D5A99E11873D,Distagon T* 24mm F2 ZA SSM,Sony,Sony A,24,24,2,22,190,SAL24F20Z
20DA845B-3D08-49D5-A6D3-38A6D52531B8,Vario-Sonnar T* 24-70mm F2.8 ZA SSM,Sony,Sony A,24,70,2.8,22,340,SAL2470Z
F5FF046D-A51A-4486-9EF7-FF85DD505270,Vario-Sonnar T* 24-70mm F2.8 ZA SSM II,Sony,Sony A,24,70,2.8,22,340,SAL2470Z2
6D104BC9-C541-4281-873C-B51A8D211EF1,24-105mm F3.5-4.5,Sony,Sony A,24,105,3.5,27,500,SAL24105
286324CE-AC96-42FA-ACB9-49A82FC57990,28mm F2.8,Sony,Sony A,28,28,2.8,22,300,SAL28F28
E2FCCCF3-A027-49DA-BF2A-815A35D17AA0,28-75mm F2.8 SAM,Sony,Sony A,28,75,2.8,32,380,SAL2875
678FE03F-2EF5-48E9-BA2A-9A1A64330491,DT 30mm F2.8 Macro SAM,Sony,Sony A,30,30,2.8,22,129,SAL30M28
